0	9070	4	1332547200
0	9380	4	1333238400
0	9571	3	1313107200
0	9609	4	1395878400
0	10477	4	1333843200
0	10504	4	1299369600
0	10615	5	1232755200
0	10890	4	1271203200
0	11438	5	1251417600
1	9427	4	1209513600
1	9437	4	1206662400
1	9445	5	1206662400
1	9474	4	1206748800
1	9475	4	1262131200
1	9479	5	1215820800
1	9531	4	1272499200
2	13875	5	1240444800
2	13886	5	1293926400
2	13889	2	1264464000
2	13919	5	1259798400
2	14305	5	1321228800
2	14583	5	1398297600
2	14616	4	1303516800
3	12054	1	1341878400
3	12079	1	1310169600
3	12185	2	1308355200
3	12192	1	1305936000
3	12359	2	1347408000
3	12768	1	1341619200
4	9734	2	1168300800
4	9737	5	1221609600
4	9761	3	1135814400
4	9767	5	1136419200
4	9768	2	1142380800
4	9776	4	1199664000
4	9842	3	1185753600
4	9843	1	1149465600
4	9844	3	1310083200
4	9884	4	1136851200
4	9885	5	1150848000
4	9889	5	1159574400
4	9901	5	1133827200
4	9902	5	1164931200
4	9904	4	1136505600
4	9926	5	1195948800
4	9953	5	1256515200
4	9977	5	1176940800
4	9978	1	1174003200
4	9982	1	1201996800
4	9991	1	1236124800
4	10010	1	1245542400
4	10521	4	1342828800
4	10625	3	1244073600
4	10935	4	1152403200
4	10937	1	1135814400
4	10970	2	1139184000
4	10975	5	1190678400
4	10992	2	1147219200
4	11031	1	1328313600
4	11272	2	1341360000
4	11304	4	1134864000
4	11305	4	1144368000
4	11306	5	1150243200
4	11415	5	1375315200
4	11418	5	1135728000
4	11423	5	1148947200
4	11424	5	1145145600
5	7975	4	1248912000
5	8238	4	1017360000
5	8244	4	1070236800
5	8251	4	1187308800
5	8717	5	1197936000
5	8719	1	1219622400
5	8838	5	1074816000
5	8839	5	984787200
5	8855	4	920678400
5	8906	1	948240000
5	9060	1	1212537600
5	9080	5	1198972800
5	9441	5	973555200
5	9464	4	928022400
5	9556	5	1042070400
6	8249	2	1162684800
6	8853	2	1081123200
6	9366	3	1111968000
6	9367	4	1318636800
7	5981	4	1083024000
7	5986	3	1026864000
7	6346	5	1087776000
7	6672	5	961459200
7	7647	5	1046476800
8	4836	5	1235433600
8	4844	5	1346544000
8	4849	5	1210896000
8	5059	5	1101254400
8	5145	2	1297123200
8	5185	3	1341705600
8	5446	5	1295654400
8	5917	2	1104105600
8	6177	5	1123200000
9	6680	5	1242950400
9	6705	5	1242345600
9	7225	5	1241740800
10	10182	4	1383004800
10	10187	4	1365120000
10	10191	4	1394409600
10	10194	4	1367452800
10	10205	5	1351728000
10	10226	5	1355356800
11	5864	5	1144540800
11	6811	4	1130025600
12	6660	5	1058745600
12	6666	4	1061164800
12	6674	4	978393600
12	6676	4	1370649600
12	6677	5	1283212800
12	6678	5	1368316800
12	6679	4	1279756800
12	6685	5	1071273600
12	6764	5	1364688000
12	6774	4	1066521600
12	6795	5	1130716800
12	6893	4	1371513600
12	6995	5	1371427200
12	7011	5	1375660800
12	7041	4	1402876800
12	7166	4	1248566400
12	7338	2	1344384000
12	7340	3	1310947200
12	7403	1	1371427200
12	7427	4	1279756800
12	7428	4	1284768000
12	7429	5	1284768000
12	7431	5	1024358400
12	7432	5	1024531200
12	7433	5	1024704000
12	7435	5	1024272000
12	7441	5	1059177600
13	7425	4	1340841600
13	7436	5	981158400
