0	10168	4	1358380800
0	10568	5	1376784000
0	10664	3	1388102400
0	10689	4	1373155200
0	10699	1	1373155200
0	10756	5	1387756800
1	9766	5	1385251200
1	10073	5	1385251200
1	10133	5	1385251200
2	9611	5	1395187200
3	8471	5	1386028800
3	9164	2	1360713600
3	9199	4	1360195200
4	9980	5	1402531200
5	6442	4	1378771200
6	10162	5	1373500800
7	11389	3	1387843200
8	6867	5	1384214400
8	6900	5	1401840000
8	7080	5	1378771200
8	7569	4	1380585600
8	7632	5	1381363200
8	8141	4	1373068800
8	8209	5	1380585600
8	8543	5	1373500800
8	8666	5	1389398400
9	2558	5	1354320000
10	6023	4	1356998400
11	10631	3	1383004800
12	9207	4	1337644800
12	9286	3	1365120000
12	9553	5	1359590400
12	9569	3	1391904000
13	7858	5	1366329600
13	9338	5	1368921600
14	7059	5	1356134400
15	6845	5	1318896000
16	10405	5	1396224000
17	6608	5	1400284800
19	10469	1	1383523200
20	8815	5	1370995200
20	8818	5	1374192000
21	8498	5	1335139200
22	6927	5	1370476800
23	5420	5	1402963200
24	10283	3	1362614400
25	8017	5	1397520000
26	7382	5	1398988800
27	4502	5	1372723200
29	9556	5	1397433600
30	2966	5	1383350400
31	5324	5	1339632000
31	6507	5	1334880000
32	10290	5	1390003200
32	10382	5	1379548800
33	11326	5	1397088000
34	6864	2	1308700800
34	7453	1	1330214400
34	9382	1	1371081600
35	6381	1	1399248000
36	7752	3	1400544000
37	9045	5	1382659200
39	8516	3	1389398400
40	11255	5	1391558400
41	9653	5	1392768000
42	6533	3	1363305600
44	10206	4	1383264000
45	7288	4	1317340800
45	8077	4	1317859200
46	6526	5	1403568000
47	7597	5	1391817600
48	7118	5	1374537600
48	8072	5	1374537600
49	2823	2	1371081600
52	5683	5	1363046400
53	1951	5	1398470400
54	8634	3	1367971200
55	9592	5	1356307200
55	9593	4	1360195200
56	6905	1	1338681600
56	7171	3	1314835200
56	7447	3	1311984000
56	7461	4	1311984000
57	8542	5	1377820800
58	2991	3	1310515200
59	8788	5	1367366400
60	7018	3	1383696000
61	3218	5	1359417600
62	10317	5	1358985600
63	3534	3	1327449600
63	4577	5	1331164800
64	7310	5	1336521600
64	7404	5	1329868800
64	7462	5	1326585600
64	7527	1	1336694400
64	7556	1	1360281600
64	7602	5	1302652800
64	7655	2	1360627200
64	7724	5	1358121600
64	7795	5	1351900800
64	7796	5	1351900800
64	7811	4	1325462400
64	7824	4	1380672000
64	8177	5	1360627200
64	8247	2	1377302400
64	8384	2	1359676800
64	8442	2	1343779200
65	8568	5	1364774400
65	8604	4	1341014400
65	8670	4	1362096000
65	8801	3	1362787200
65	8883	4	1362182400
65	9080	5	1340496000
65	9122	5	1362787200
66	8360	5	1387238400
68	8523	3	1399161600
69	9769	5	1349481600
71	6969	5	1401408000
72	1026	2	1291248000
73	4290	5	1391040000
74	6951	5	1371427200
74	7404	4	1367712000
74	8168	5	1349395200
75	10722	3	1388707200
75	11480	5	1388707200
76	9296	4	1355875200
77	7389	5	1344297600
77	7519	5	1344297600
78	5854	5	1324598400
80	4001	5	1323734400
81	2975	5	1385424000
82	6534	5	1371168000
83	5458	2	1357430400
85	5381	5	1378857600
85	5478	2	1379376000
86	7046	2	1403740800
86	7086	1	1343260800
86	7304	1	1383350400
86	7573	1	1402099200
87	7366	5	1403568000
88	7090	5	1387324800
88	7981	5	1386288000
88	8217	5	1387324800
90	8279	1	1370649600
91	10182	4	1360800000
92	4326	5	1386720000
93	6984	4	1375660800
94	7337	5	1359417600
95	8081	5	1363651200
95	8109	2	1363651200
95	8530	5	1366156800
95	8582	5	1366675200
95	8642	3	1368576000
95	9008	5	1366675200
96	8932	1	1374451200
96	9494	3	1398988800
97	5149	4	1322870400
97	5320	4	1322784000
98	5579	3	1332892800
98	6324	5	1347840000
98	7038	5	1338508800
99	5140	4	1313712000
99	5227	4	1314662400
99	5251	3	1365292800
99	5393	3	1313971200
99	5430	4	1313712000
99	5516	4	1313625600
99	5518	5	1313971200
99	5527	3	1313971200
99	5662	4	1313625600
99	5704	1	1314057600
100	5586	3	1301788800
101	6222	4	1324425600
101	7050	5	1331942400
102	8242	5	1379462400
103	6844	5	1392249600
104	7972	4	1366329600
105	6632	4	1400025600
105	6943	5	1397865600
106	3536	4	1319760000
107	9503	5	1378252800
107	9561	5	1378598400
107	9758	5	1384646400
107	9780	5	1389225600
107	9838	3	1391385600
107	9991	5	1384646400
107	10033	5	1378598400
107	10131	2	1387152000
107	10162	5	1386374400
108	6284	5	1374624000
109	10821	3	1388793600
109	11571	5	1402272000
110	3755	3	1371686400
111	6162	4	1403136000
112	7650	4	1402963200
112	8131	5	1359158400
112	8565	3	1400025600
113	7487	5	1323993600
113	7680	2	1353628800
113	8630	5	1353628800
114	2539	3	1366761600
115	3098	5	1257724800
116	10561	3	1362009600
116	10565	4	1357862400
116	10567	4	1357862400
116	10668	4	1371945600
116	10688	4	1371945600
116	10710	4	1364860800
116	10809	5	1365984000
116	10811	5	1366070400
117	3372	3	1233792000
118	1973	5	1234742400
119	7435	5	1389744000
119	10088	5	1392163200
120	1116	1	1241481600
120	1265	5	1215993600
120	1422	2	1212451200
122	7120	3	1394236800
123	6999	2	1379548800
124	7434	4	1357948800
124	8288	2	1335744000
124	8570	4	1374883200
125	6515	3	1364688000
125	7811	2	1365638400
125	8044	4	1369440000
126	8249	1	1361059200
127	9183	4	1374969600
128	6956	1	1401926400
129	7365	5	1345593600
130	5415	3	1265068800
130	5504	3	1328054400
130	5562	5	1317686400
130	6094	5	1320105600
132	2450	5	1362355200
133	4368	4	1395619200
135	11768	5	1391385600
136	5506	5	1130544000
136	5510	3	1267142400
136	6434	3	1291075200
136	6547	3	1292112000
136	7074	3	1335657600
136	7294	4	1301011200
136	7697	5	1313971200
136	7841	3	1312588800
136	7915	5	1322006400
136	8554	3	1324339200
137	9302	5	1354147200
138	10754	5	1400544000
139	9137	1	1339632000
140	6810	5	1381795200
141	5272	2	1358726400
144	8248	5	1371427200
144	8815	4	1371427200
145	6351	2	1355270400
146	6588	4	1386201600
147	2757	2	1308096000
148	6853	3	1394236800
148	7056	3	1357516800
148	7280	3	1357516800
148	7589	4	1357516800
148	7632	4	1357516800
150	8420	4	1363564800
151	2829	5	1371427200
153	4410	5	1323907200
154	7790	1	1384128000
154	7929	4	1394668800
154	8089	3	1394668800
155	5750	4	1361664000
156	6682	2	1353110400
157	6820	3	1370390400
158	6572	2	1392595200
158	6832	5	1392595200
159	1212	5	1362268800
160	11193	4	1404950400
161	5972	5	1362096000
162	5877	5	1373846400
163	8614	4	1356048000
164	3215	5	1304294400
165	6654	5	1401062400
167	10690	5	1372204800
167	10697	3	1368576000
167	10699	4	1367539200
168	5293	2	1367539200
169	8350	3	1360195200
170	5384	5	1340064000
172	2198	5	1397433600
173	4898	5	1392336000
174	10388	5	1360022400
174	10688	5	1365033600
174	10758	5	1363910400
175	8266	5	1383696000
176	3689	5	1398470400
177	9153	5	1403913600
178	4340	5	1378857600
179	5305	5	1396310400
180	3045	5	1329004800
182	2301	3	1368748800
183	11777	4	1393891200
183	11803	5	1392076800
184	8415	5	1385424000
185	5717	4	1359849600
185	6273	3	1362268800
185	6766	4	1354752000
186	8714	3	1344038400
187	7593	4	1357430400
187	7916	5	1354838400
188	9584	5	1342483200
189	5610	1	1324771200
190	5731	5	1380758400
191	11571	5	1405468800
191	11581	4	1397174400
191	11582	4	1393718400
191	11584	5	1397001600
191	11588	5	1397001600
191	11590	4	1390694400
191	11617	5	1394668800
191	11621	3	1404345600
192	11625	5	1405382400
192	11726	5	1405382400
194	6888	4	1388188800
196	3319	5	1350086400
197	7750	5	1394064000
198	3862	4	1395273600
198	4316	5	1365120000
199	5218	5	1314835200
199	6816	5	1324684800
199	6917	1	1324339200
200	10701	5	1363564800
200	10773	3	1364688000
200	10895	5	1369785600
200	10896	5	1366934400
200	11049	4	1377475200
200	11235	2	1393891200
200	11373	4	1382918400
200	11514	5	1393718400
201	4667	5	1374192000
202	8551	5	1371859200
203	2806	3	1392508800
204	4625	4	1359504000
205	10684	5	1402876800
206	6422	1	1319500800
207	6801	1	1376524800
207	6839	5	1376524800
208	4690	3	1363824000
209	2454	3	1384387200
210	8655	4	1393632000
211	8249	1	1396396800
212	11727	3	1404604800
213	10703	5	1365120000
213	10706	3	1362268800
213	10708	5	1364947200
213	10772	4	1365120000
213	10773	4	1364256000
215	5248	4	1361923200
216	5143	5	1305072000
216	5977	3	1299974400
218	10083	5	1378684800
219	11050	5	1386633600
219	11053	5	1388275200
219	11305	5	1370995200
220	5993	5	1363132800
222	5986	5	1351814400
223	10291	5	1357948800
223	10382	5	1357257600
224	4681	5	1318636800
224	5164	4	1328227200
224	5469	5	1329350400
224	5551	5	1327190400
226	2318	5	1388016000
227	11362	3	1394496000
228	9550	5	1383091200
229	5712	5	1380758400
231	7733	5	1388102400
231	7934	4	1390435200
232	4734	5	1326672000
233	6036	5	1390089600
234	9164	5	1394496000
235	7723	5	1382659200
236	9279	2	1359676800
237	5928	4	1376352000
237	7829	5	1376352000
238	2198	5	1389571200
240	10532	5	1361923200
241	10564	5	1363392000
241	10565	4	1364083200
241	10567	4	1363046400
241	10703	4	1365120000
241	10706	5	1365465600
241	10773	4	1365811200
241	10911	5	1370476800
241	11228	3	1380672000
242	2385	2	1359331200
242	3113	4	1389052800
244	4967	5	1369872000
245	6078	5	1348444800
246	8043	5	1388361600
247	4445	5	1364601600
248	5413	3	1346716800
250	5033	5	1393545600
251	8931	2	1390694400
251	9121	5	1390694400
252	9099	5	1378425600
254	6324	5	1324857600
255	7773	5	1359244800
256	5431	4	1320624000
256	5521	4	1333929600
257	4216	4	1364342400
258	10565	3	1362268800
258	10566	4	1364947200
258	10701	3	1363824000
258	10720	2	1383264000
258	10843	3	1365120000
259	10293	5	1379376000
259	10545	4	1379376000
260	6137	5	1278806400
260	6138	5	1361145600
260	6187	4	1312243200
260	6554	5	1361059200
260	7230	5	1316476800
260	7246	5	1325203200
260	7791	5	1309219200
260	7846	5	1363651200
260	8378	3	1349568000
260	8667	5	1358726400
260	8726	3	1345161600
260	8727	5	1345939200
261	8460	4	1364428800
261	8785	5	1340582400
261	9479	4	1349222400
263	6034	1	1353196800
265	10704	5	1363737600
265	10709	5	1368576000
265	10731	4	1371945600
266	5711	3	1386115200
267	3596	4	1306022400
268	8242	5	1390003200
269	6420	1	1395619200
269	6569	1	1368316800
270	5030	4	1364428800
270	5343	5	1364428800
271	6983	4	1346198400
274	8454	4	1382918400
275	9119	4	1401580800
276	9028	5	1352505600
277	6544	3	1339372800
278	3791	5	1375315200
279	8835	5	1365984000
279	9050	5	1381363200
280	4334	5	1404864000
281	6029	5	1354579200
281	6411	5	1364428800
281	6929	4	1364515200
281	6990	5	1381104000
282	4476	2	1355270400
282	4494	3	1336003200
282	5039	5	1315267200
282	5191	5	1334016000
283	5487	5	1335398400
285	8364	5	1337904000
286	8568	5	1401148800
287	9904	5	1397692800
287	10247	5	1390435200
288	5030	5	1359590400
289	8645	5	1358985600
291	8796	5	1358899200
292	9587	1	1348099200
292	9594	4	1340236800
292	9597	5	1389657600
292	9603	5	1375401600
292	9807	4	1382918400
292	9884	5	1352073600
292	9935	2	1366588800
292	9961	5	1382918400
292	10168	5	1352937600
292	10288	5	1366329600
292	10290	5	1358380800
292	10377	5	1389398400
292	10378	5	1402963200
292	10478	2	1383436800
292	10545	5	1379808000
292	10548	5	1382918400
292	10565	5	1362528000
292	10566	5	1364688000
293	6842	5	1377043200
294	8536	3	1343088000
295	6713	5	1390780800
295	6996	4	1399420800
296	10229	4	1383523200
297	9083	5	1403827200
298	5770	4	1392681600
300	6226	4	1388707200
301	3981	5	1367280000
302	6532	5	1399593600
303	3736	5	1396828800
304	5429	3	1358467200
305	7802	5	1397347200
306	8197	2	1400112000
307	7652	5	1348876800
308	7848	2	1374796800
308	8400	4	1374710400
309	5357	5	1367712000
310	10752	4	1366588800
310	10957	2	1374796800
310	11201	5	1397606400
310	11215	3	1387411200
310	11219	4	1386288000
311	4752	5	1403481600
312	8242	4	1369180800
312	8475	5	1376092800
312	8478	5	1365465600
312	8480	5	1376092800
312	8497	5	1369180800
314	8253	5	1360454400
314	8331	3	1353456000
314	8374	4	1347840000
314	8606	5	1352332800
315	8635	5	1348876800
315	8984	4	1349481600
316	10125	2	1397260800
317	7501	4	1344556800
317	7867	5	1389052800
318	3048	2	1309910400
318	3156	5	1309910400
319	10995	5	1389744000
320	6277	5	1320537600
320	6902	5	1394668800
320	7120	5	1394668800
320	7177	5	1344556800
320	7372	5	1344470400
321	5521	4	1373500800
322	3017	5	1389571200
323	7570	5	1384387200
324	7831	4	1361145600
325	7058	3	1384992000
326	6565	5	1399161600
328	8571	5	1398297600
329	5796	2	1404345600
330	7474	3	1380672000
331	7010	5	1384732800
332	5248	4	1397692800
333	7007	3	1321574400
335	5078	5	1395878400
336	7471	5	1365206400
338	2862	5	1362873600
338	4086	4	1384473600
339	3427	5	1367280000
341	6397	5	1383436800
341	6444	4	1400371200
341	6723	5	1401667200
342	9821	3	1384819200
343	6974	5	1317168000
344	7846	3	1391385600
346	6953	2	1321574400
346	6979	2	1385164800
347	9529	5	1402790400
348	10768	3	1404518400
349	6360	4	1398988800
350	10911	4	1370822400
350	11009	1	1368403200
350	11051	3	1386115200
350	11056	5	1386460800
350	11211	4	1367452800
350	11229	5	1383091200
350	11281	4	1380412800
350	11296	4	1399593600
350	11319	4	1383523200
350	11396	4	1380758400
350	11397	4	1380758400
350	11458	4	1398211200
351	7186	2	1332547200
351	7490	5	1313971200
352	4397	5	1367971200
353	5521	4	1359763200
354	6839	5	1400112000
354	7108	5	1365552000
354	8027	5	1389571200
355	9726	2	1344988800
355	9746	5	1343606400
356	9961	5	1361750400
356	10724	5	1354406400
357	6059	5	1355788800
357	7778	2	1364428800
358	6499	4	1375315200
359	4282	5	1366761600
360	7615	5	1359849600
362	3121	4	1259366400
363	4038	2	1370995200
363	4270	5	1362009600
364	4910	3	1357430400
365	4088	3	1364688000
366	6404	4	1362096000
367	2705	1	1389571200
368	7292	5	1396224000
369	9097	5	1382832000
370	3054	1	1219795200
